id,name,parent_id/id,property_account_expense_categ/id,property_account_income_categ/id
cwa_module.cbl_1721510,ZOETE SNACKS,cwa_module.cbl_17215,"voedselcoop_7302","voedselcoop_8002"
cwa_module.cbl_1721515,BROODSNACKS GROOT,cwa_module.cbl_17215,"voedselcoop_7302","voedselcoop_8002"
cwa_module.cbl_1722005,STOKBROOD,cwa_module.cbl_17220,"voedselcoop_7306","voedselcoop_8006"
cwa_module.cbl_1722010,GEKOELDE HALFFABRIKATEN GROOT,cwa_module.cbl_17220,"voedselcoop_7306","voedselcoop_8006"
cwa_module.cbl_1722505,SEIZOENSBROOD,cwa_module.cbl_17225,"voedselcoop_7302","voedselcoop_8002"
cwa_module.cbl_1723005,TAARTEN EN SCHNITTES,cwa_module.cbl_17230,"voedselcoop_7302","voedselcoop_8002"
cwa_module.cbl_1723010,VLAAIEN,cwa_module.cbl_17230,"voedselcoop_7302","voedselcoop_8002"
cwa_module.cbl_1723505,KLEIN GEBAK,cwa_module.cbl_17235,"voedselcoop_7302","voedselcoop_8002"
cwa_module.cbl_1724005,BANKET,cwa_module.cbl_17240,"voedselcoop_7302","voedselcoop_8002"
cwa_module.cbl_1730505,BLADERDEEG,cwa_module.cbl_17305,"voedselcoop_7310","voedselcoop_8010"
cwa_module.cbl_1731005,GROOT GEBAK,cwa_module.cbl_17310,"voedselcoop_7310","voedselcoop_8010"
cwa_module.cbl_1731010,KLEIN GEBAK,cwa_module.cbl_17310,"voedselcoop_7310","voedselcoop_8010"
cwa_module.cbl_1810510,BUITENLANDSE MAALTIJDEN,cwa_module.cbl_18105,"voedselcoop_7306","voedselcoop_8006"
cwa_module.cbl_1810515,BINNENLANDSE MAALTIJDEN,cwa_module.cbl_18105,"voedselcoop_7306","voedselcoop_8006"
cwa_module.cbl_1810520,MAALTIJDCOMPONENTEN,cwa_module.cbl_18105,"voedselcoop_7306","voedselcoop_8006"
cwa_module.cbl_1820505,BELEGD BROODJE/SANDWICH,cwa_module.cbl_18205,"voedselcoop_7305","voedselcoop_8005"
cwa_module.cbl_1821005,BINNENLANDSE MAALTIJDEN,cwa_module.cbl_18210,"voedselcoop_7305","voedselcoop_8005"
cwa_module.cbl_1821010,BUITENLANDSE MAALTIJDEN,cwa_module.cbl_18210,"voedselcoop_7305","voedselcoop_8005"
cwa_module.cbl_1821015,(MAALTIJD)SOEPEN,cwa_module.cbl_18210,"voedselcoop_7305","voedselcoop_8005"
cwa_module.cbl_1821020,PIZZA,cwa_module.cbl_18210,"voedselcoop_7305","voedselcoop_8005"
cwa_module.cbl_1821025,MAALTIJDCOMPONENTEN / TRAITEURACHTIGE PRODUCTEN,cwa_module.cbl_18210,"voedselcoop_7305","voedselcoop_8005"
cwa_module.cbl_1830505,DIEPVRIES (MAALTIJD)SOEPEN,cwa_module.cbl_18305,"voedselcoop_7310","voedselcoop_8010"
cwa_module.cbl_1830510,K&K DIEPVRIESMENU'S,cwa_module.cbl_18305,"voedselcoop_7310","voedselcoop_8010"
cwa_module.cbl_1830515,PIZZA'S,cwa_module.cbl_18305,"voedselcoop_7310","voedselcoop_8010"
cwa_module.cbl_1830520,MAALTIJDCOMPONENTEN,cwa_module.cbl_18305,"voedselcoop_7310","voedselcoop_8010"
cwa_module.cbl_1830525,TRAITEURACHTIGE PRODUCTEN,cwa_module.cbl_18305,"voedselcoop_7310","voedselcoop_8010"
cwa_module.cbl_1910505,DROOG HONDENVOER,cwa_module.cbl_19105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_1910510,NAT HONDENVOER,cwa_module.cbl_19105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_1910515,SNACKS VOOR HONDEN,cwa_module.cbl_19105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_1911005,DROOG KATTENVOER,cwa_module.cbl_19110,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_1911010,NAT KATTENVOER,cwa_module.cbl_19110,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_1911015,SNACKS VOOR KATTEN,cwa_module.cbl_19110,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_1911505,VOGELVOER,cwa_module.cbl_19115,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_1911510,KNAAGDIERVOER,cwa_module.cbl_19115,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_1911515,VISVOER,cwa_module.cbl_19115,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_1920505,ORGAANVLEES VERS,cwa_module.cbl_19205,"voedselcoop_7304","voedselcoop_8004"
cwa_module.cbl_1930505,"ORGAANVLEES, DIEPVRIES",cwa_module.cbl_19305,"voedselcoop_7310","voedselcoop_8010"
cwa_module.cbl_2010505,SIGARETTEN,cwa_module.cbl_20105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2010510,SIGAREN,cwa_module.cbl_20105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2010515,SHAG,cwa_module.cbl_20105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2010520,PIJPTABAK,cwa_module.cbl_20105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2011005,VLOEI,cwa_module.cbl_20110,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2011010,HULZEN/FILTERS,cwa_module.cbl_20110,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2011015,AANSTEKERS,cwa_module.cbl_20110,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2110505,"TOILETZEEP, BADZEEP, DOUCHESCHUIM",cwa_module.cbl_21105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2110510,VERZORGENDE COSMETICA,cwa_module.cbl_21105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2110511,DEODORANTS,cwa_module.cbl_21105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2110512,DAMES EN HERENGEUREN,cwa_module.cbl_21105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2110513,ONTHARINGSPRODUCTEN,cwa_module.cbl_21105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2110515,DECORATIEVE COSMETICA EN TOEBEHOREN,cwa_module.cbl_21105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2110520,SHAMPOO,cwa_module.cbl_21105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2110525,OVERIGE HAARVERZORGINGS PRODUCTEN,cwa_module.cbl_21105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2110530,MONDVERZORGING,cwa_module.cbl_21105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2110535,BABYVERZORGING,cwa_module.cbl_21105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2110540,SCHEERPRODUCTEN EN TOEBEHOREN,cwa_module.cbl_21105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2110545,"WONDARTIKELEN, INHALER",cwa_module.cbl_21105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2110550,CONDOOMS,cwa_module.cbl_21105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2111005,"DAMESVERBAND, INLEGKRUISJES, TAMPONS",cwa_module.cbl_21110,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2111010,WEGGOOILUIERS,cwa_module.cbl_21110,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2111015,INCONTINENTIEPRODUCTEN,cwa_module.cbl_21110,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2111505,(VOCHTIG) WC-PAPIER,cwa_module.cbl_21115,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2111510,KEUKENROLLEN,cwa_module.cbl_21115,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2112005,"PAPIEREN ZAKDOEKJES, TISSUES",cwa_module.cbl_21120,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2210505,WITWASMIDDELEN,cwa_module.cbl_22105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2210510,"BONT-, WOL-, FIJN-, EN HANDWASMIDDELEN",cwa_module.cbl_22105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2210515,VOORWASMIDDELEN,cwa_module.cbl_22105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2210520,WASVERZACHTERS,cwa_module.cbl_22105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2210525,OVERIG WASMIDDELEN,cwa_module.cbl_22105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2210530,AFWAS-/VAATWASMIDDELEN,cwa_module.cbl_22105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2210535,"GENERIEKE REINIGERS, SCHUURMIDDEL",cwa_module.cbl_22105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2210540,SPECIALISTISCHE REINIGERS,cwa_module.cbl_22105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2210545,TOILETREINIGERS,cwa_module.cbl_22105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2210550,LUCHTVERFRISSERS,cwa_module.cbl_22105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2211005,MEUBELREINIGING/ONDERHOUDSMIDDELEN,cwa_module.cbl_22110,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2211010,"ZILVERPOETS, KOPERPOETS",cwa_module.cbl_22110,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2211015,VLOERREINIGING/ONDERHOUD,cwa_module.cbl_22110,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2211020,SCHOENPOETSMIDDELEN,cwa_module.cbl_22110,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2310505,SCHRIJFWAREN,cwa_module.cbl_23105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2310510,BUREAU ACCESSOIRES,cwa_module.cbl_23105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2310520,"SCHRIJFBLOKKEN, MULTO-PAPIER, SCHRIFTEN",cwa_module.cbl_23105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2310525,ENVELOPPEN,cwa_module.cbl_23105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2310530,"KADOPAPIER, FEESTARTIKELEN, DECORATIES",cwa_module.cbl_23105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2311005,WENSKAARTEN,cwa_module.cbl_23110,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2410505,DAGBLADEN,cwa_module.cbl_24105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2411005,VROUWENBLADEN,cwa_module.cbl_24110,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2411010,MANNENBLADEN,cwa_module.cbl_24110,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2411015,FAMILIE- RODDELBLADEN,cwa_module.cbl_24110,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2411020,RTV-BLADEN,cwa_module.cbl_24110,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2411025,SPECIALE INTERESTBLADEN,cwa_module.cbl_24110,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2411030,PUZZELBLADEN,cwa_module.cbl_24110,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2411035,OPINIEWEEKBLADEN,cwa_module.cbl_24110,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2411040,EENMALIGE UITGAVEN,cwa_module.cbl_24110,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2411505,"BOEKEN, POCKETS",cwa_module.cbl_24115,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2511005,"VUILNISZAKKEN, PEDAALEMMERZAKKEN",cwa_module.cbl_25110,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2511010,HUISHOUDFOLIE,cwa_module.cbl_25110,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2511015,"BOTERHAMZAKJES, DIEPVRIESZAKJES",cwa_module.cbl_25110,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2511020,"WASEMKAPFILTERS, STOFZUIGERZAKKEN",cwa_module.cbl_25110,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2511025,KOFFIEFILTERS,cwa_module.cbl_25110,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2511030,WEGWERPARTIKELEN,cwa_module.cbl_25110,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2511035,ONDERHOUDSMATERIALEN / BORSTELWERK,cwa_module.cbl_25110,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2511040,INSECTENVERDELGERS,cwa_module.cbl_25110,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2512005,"ZUIGFLESSEN, SPENEN",cwa_module.cbl_25120,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2512505,PANTY'S/NYLONS,cwa_module.cbl_25125,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2513005,GLOEILAMPEN,cwa_module.cbl_25130,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2513010,BATTERIJEN,cwa_module.cbl_25130,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2513015,"KAARSEN, WAXINELICHTJES",cwa_module.cbl_25130,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2513020,"AANMAAKBLOKJES, HOUTSKOOL",cwa_module.cbl_25130,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2513025,LUCIFERS,cwa_module.cbl_25130,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2610505,BLOEMEN- EN PLANTVOEDING EN VERZORGING,cwa_module.cbl_26105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2610520,POTGROND,cwa_module.cbl_26105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2620505,SNIJBLOEMEN,cwa_module.cbl_26205,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2620510,(KAMER)PLANTEN,cwa_module.cbl_26205,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2620515,SEIZOENSARTIKELEN,cwa_module.cbl_26205,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2710505,DIERENBENODIGDHEDEN,cwa_module.cbl_27105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2710510,KATTENBAKVULLING,cwa_module.cbl_27105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2710515,SCHELPENZAND,cwa_module.cbl_27105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2710520,"HOOI, STRO",cwa_module.cbl_27105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2810505,BOODSCHAPPENTASSEN,cwa_module.cbl_28105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2810510,FOLDERS EN BROCHURES,cwa_module.cbl_28105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2810515,WAARDEBONNEN,cwa_module.cbl_28105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2810520,EMBALLAGE,cwa_module.cbl_28105,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2811005,"KOUSEN, SOKKEN",cwa_module.cbl_28110,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2811010,HUISHOUDTEXTIEL,cwa_module.cbl_28110,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2811015,ONDERGOED,cwa_module.cbl_28110,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2811020,OVERIGE TEXTIEL,cwa_module.cbl_28110,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2811025,SCHOEISEL,cwa_module.cbl_28110,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2811505,FOTO MATERIALEN,cwa_module.cbl_28115,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2811510,"BEELDDRAGERS, GELUIDDRAGERS",cwa_module.cbl_28115,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2811515,FOTOALBUMS,cwa_module.cbl_28115,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2812505,KLEDINGSERVICES,cwa_module.cbl_28125,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2812510,SCHOENREPARATIE,cwa_module.cbl_28125,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2812515,BOODSCHAPPENBEZORGSERVICE,cwa_module.cbl_28125,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2812520,PTT-POST SERVICE,cwa_module.cbl_28125,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2812525,FOTO-ONTWIKKEL EN AFDRUK SERVICES,cwa_module.cbl_28125,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2812530,KOPIEER- EN FAXSERVICE,cwa_module.cbl_28125,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2812535,OVERIGE SERVICES,cwa_module.cbl_28125,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2813005,KLEIN HUISHOUDELIJK PLASTIC,cwa_module.cbl_28130,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2813010,GROOTHUISHOUDELIJK PLASTIC,cwa_module.cbl_28130,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2813015,"POTTEN, PANNEN, BAKVORMEN",cwa_module.cbl_28130,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2813020,KEUKENHULPJES,cwa_module.cbl_28130,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2813025,"GLAS, PORCELEIN, AARDEWERK",cwa_module.cbl_28130,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2815005,AFSLANKPRODUCTEN,cwa_module.cbl_28150,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2815010,"VITAMINEN, MINERALEN, VOEDINGSSUPPLEMENTEN",cwa_module.cbl_28150,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2815505,PIJNSTILLENDE MIDDELEN,cwa_module.cbl_28155,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2815510,VERKOUDHEIDSPREPARATEN,cwa_module.cbl_28155,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2815515,"HOESTPREPARATEN, KEELPREPARATEN",cwa_module.cbl_28155,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2815520,GRIEPPREPARATEN,cwa_module.cbl_28155,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2815525,SPIJSVERTERINGSPREPARATEN,cwa_module.cbl_28155,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2815530,OOGVERZORGING,cwa_module.cbl_28155,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2815531,OORVERZORGING,cwa_module.cbl_28155,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2815535,"BLAASPREPARATEN, GESLACHTPREPARATEN",cwa_module.cbl_28155,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2815540,BLOEDSOMLOOP PREPARATEN,cwa_module.cbl_28155,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2815550,HUIDVERZORGING,cwa_module.cbl_28155,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2815555,"SPIERVERZORGING, GEWRICHTSVERZORGING",cwa_module.cbl_28155,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2816005,"KALMEREND, RUSTGEVEND",cwa_module.cbl_28160,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2816010,MIDDELEN TEGEN REISZIEKTE,cwa_module.cbl_28160,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2816015,OVERIGE HABITUELE AANDOENINGEN,cwa_module.cbl_28160,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2816505,ZWANGERSCHAPSTESTEN,cwa_module.cbl_28165,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2816507,OVULATIETEST,cwa_module.cbl_28165,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2816508,THERMOMETERS,cwa_module.cbl_28165,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2816510,OVERIGE DIAGNOSTISCHE TESTEN,cwa_module.cbl_28165,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2819505,BIJOUX,cwa_module.cbl_28195,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2819510,"FIETS, AUTO",cwa_module.cbl_28195,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2819515,GEREEDSCHAPPEN,cwa_module.cbl_28195,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2819525,HAARDBLOKKEN,cwa_module.cbl_28195,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2819535,DOE HET ZELF,cwa_module.cbl_28195,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2819540,VERF EN ACCESSOIRES,cwa_module.cbl_28195,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2819545,"SCHOENONDERHOUDSARTIKELEN, VETERS",cwa_module.cbl_28195,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2819550,SPEELGOED,cwa_module.cbl_28195,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2819555,TUINARTIKELEN,cwa_module.cbl_28195,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2819560,KOOKBOEKEN,cwa_module.cbl_28195,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2819565,DECORATIE NON FOOD,cwa_module.cbl_28195,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2819570,"TASSEN, KOFFERS",cwa_module.cbl_28195,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2819575,APPARATEN ELEKTRISCH / ELEKTRONISCH,cwa_module.cbl_28195,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2819580,CAMPING,cwa_module.cbl_28195,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2819585,NAAIGAREN EN NAAIGEREI,cwa_module.cbl_28195,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2819590,OPTIEK,cwa_module.cbl_28195,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2819599,OVERIGE ASSORTIMENT,cwa_module.cbl_28195,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_2910505,JENEVER,cwa_module.cbl_29105,"voedselcoop_7306","voedselcoop_8006"
cwa_module.cbl_2910510,VIEUX,cwa_module.cbl_29105,"voedselcoop_7306","voedselcoop_8006"
cwa_module.cbl_2910515,BRANDEWIJN,cwa_module.cbl_29105,"voedselcoop_7306","voedselcoop_8006"
cwa_module.cbl_2910520,BERENBURG,cwa_module.cbl_29105,"voedselcoop_7306","voedselcoop_8006"
cwa_module.cbl_2910525,LIKEUREN,cwa_module.cbl_29105,"voedselcoop_7306","voedselcoop_8006"
cwa_module.cbl_2910530,WHISKY,cwa_module.cbl_29105,"voedselcoop_7306","voedselcoop_8006"
cwa_module.cbl_2910535,COGNAC,cwa_module.cbl_29105,"voedselcoop_7306","voedselcoop_8006"
cwa_module.cbl_2910540,RUM,cwa_module.cbl_29105,"voedselcoop_7306","voedselcoop_8006"
cwa_module.cbl_2910545,GIN,cwa_module.cbl_29105,"voedselcoop_7306","voedselcoop_8006"
cwa_module.cbl_2910550,WODKA,cwa_module.cbl_29105,"voedselcoop_7306","voedselcoop_8006"
cwa_module.cbl_2910555,CREAMDRANKEN,cwa_module.cbl_29105,"voedselcoop_7306","voedselcoop_8006"
cwa_module.cbl_2910560,ANIJSDRANKEN,cwa_module.cbl_29105,"voedselcoop_7306","voedselcoop_8006"
cwa_module.cbl_2910565,OVERIGE SPECIALITEITEN,cwa_module.cbl_29105,"voedselcoop_7306","voedselcoop_8006"
cwa_module.cbl_4000005,SCHUIMSCHALEN,cwa_module.cbl_40000,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_4000010,PAPIEREN ZAKKEN,cwa_module.cbl_40000,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_4000015,PLASTIC ZAKKEN,cwa_module.cbl_40000,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_4000020,FOLIE ZAKKEN,cwa_module.cbl_40000,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_4000025,GECOMBINEERDE ZAKKEN,cwa_module.cbl_40000,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_4100030,KAARTEN,cwa_module.cbl_41000,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_4100035,KLEDING,cwa_module.cbl_41000,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_4100040,VLAGGENSTOKKEN,cwa_module.cbl_41000,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_4100045,OVERIG STYLING MATERIAAL,cwa_module.cbl_41000,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_4200005,ETIKETTEN,cwa_module.cbl_42000,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_4200010,BONROLLEN,cwa_module.cbl_42000,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_4200015,TONER,cwa_module.cbl_42000,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_4200020,INKTLINTEN,cwa_module.cbl_42000,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_4200025,DIVERSE,cwa_module.cbl_42000,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_4300005,ROLHOUDER,cwa_module.cbl_43000,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_4300010,HANDDOEKENDISPENSER,cwa_module.cbl_43000,"voedselcoop_7307","voedselcoop_8007"
cwa_module.cbl_4300015,DIVERSE,cwa_module.cbl_43000,"voedselcoop_7307","voedselcoop_8007"
